date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:23:33	909/909	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226233477c-38d%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/icons/icon-screen-enlarge.svg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/icons/icon-screen-enlarge.svg	(from https://bison.studio/)
13:23:35	191/191	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226233477c-bf%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/icons/icon-expand-close.svg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/icons/icon-expand-close.svg	(from https://bison.studio/)
13:23:35	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262388827-4d7%22	https://bison.studio/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://bison.studio/)
13:23:35	219178/219178	---MCZ	200	added ('OK')	application/javascript	etag:W/%226233477c-3582d%22	https://bison.studio/wp-content/themes/greatlab-3/dist/vendors~frontend.bundle.js?ver=19.07.2021.72	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/vendors_frontend.bundleffa4.js	(from https://bison.studio/)
13:23:35	138662/138662	---MCZ	200	added ('OK')	application/javascript	etag:W/%226233477c-21da6%22	https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.bundle.js?ver=19.07.2021.72	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/frontend.bundleffa4.js	(from https://bison.studio/)
13:23:37	152098/152098	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-25222%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-BoldIta.eot	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-BoldIta.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:39	152098/152098	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-25222%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-BoldIta.eot?	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-BoldItad41d.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:41	46864/46864	---M--	200	added ('OK')	font/woff2	etag:%226233477c-b710%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-BoldIta.woff2	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-BoldIta.woff2	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:42	67592/67592	---M--	200	added ('OK')	font/woff	etag:%226233477c-10808%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-BoldIta.woff	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-BoldIta.woff	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:43	151860/151860	---M--	200	added ('OK')	application/octet-stream	etag:%226233477c-25134%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-BoldIta.ttf	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-BoldIta.ttf	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:44	149686/149686	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-248b6%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-RegIta.eot	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-RegIta.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:45	149686/149686	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-248b6%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-RegIta.eot?	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-RegItad41d.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:46	42896/42896	---M--	200	added ('OK')	font/woff2	etag:%226233477c-a790%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-RegIta.woff2	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-RegIta.woff2	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:47	62728/62728	---M--	200	added ('OK')	font/woff	etag:%226233477c-f508%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-RegIta.woff	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-RegIta.woff	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:49	149444/149444	---M--	200	added ('OK')	application/octet-stream	etag:%226233477c-247c4%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-RegIta.ttf	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-RegIta.ttf	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:51	152428/152428	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-2536c%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-MedIta.eot	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-MedIta.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:52	152428/152428	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-2536c%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-MedIta.eot?	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-MedItad41d.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:53	46892/46892	---M--	200	added ('OK')	font/woff2	etag:%226233477c-b72c%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-MedIta.woff2	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-MedIta.woff2	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:54	67080/67080	---M--	200	added ('OK')	font/woff	etag:%226233477c-10608%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-MedIta.woff	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-MedIta.woff	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:56	152188/152188	---M--	200	added ('OK')	application/octet-stream	etag:%226233477c-2527c%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-MedIta.ttf	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-MedIta.ttf	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:56	149602/149602	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-24862%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Bold.eot	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Bold.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:58	149602/149602	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-24862%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Bold.eot?	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Boldd41d.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:59	45332/45332	---M--	200	added ('OK')	font/woff2	etag:%226233477c-b114%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Bold.woff2	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Bold.woff2	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:23:59	64360/64360	---M--	200	added ('OK')	font/woff	etag:%226233477c-fb68%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Bold.woff	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Bold.woff	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:00	149368/149368	---M--	200	added ('OK')	application/octet-stream	etag:%226233477c-24778%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Bold.ttf	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Bold.ttf	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:02	147374/147374	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-23fae%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Regular.eot	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Regular.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:03	147374/147374	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-23fae%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Regular.eot?	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Regulard41d.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:04	41644/41644	---M--	200	added ('OK')	font/woff2	etag:%226233477c-a2ac%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Regular.woff2	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Regular.woff2	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:06	60196/60196	---M--	200	added ('OK')	font/woff	etag:%226233477c-eb24%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Regular.woff	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Regular.woff	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:07	147128/147128	---M--	200	added ('OK')	application/octet-stream	etag:%226233477c-23eb8%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Regular.ttf	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Regular.ttf	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:08	150162/150162	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-24a92%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Medium.eot	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Medium.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:08	150162/150162	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-24a92%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Medium.eot?	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Mediumd41d.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:10	45228/45228	---M--	200	added ('OK')	font/woff2	etag:%226233477c-b0ac%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Medium.woff2	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Medium.woff2	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:10	64064/64064	---M--	200	added ('OK')	font/woff	etag:%226233477c-fa40%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Medium.woff	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Medium.woff	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:12	149920/149920	---M--	200	added ('OK')	application/octet-stream	etag:%226233477c-249a0%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Medium.ttf	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Medium.ttf	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:13	149474/149474	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-247e2%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Light.eot	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Light.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:14	149474/149474	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-247e2%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Light.eot?	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Lightd41d.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:15	44316/44316	---M--	200	added ('OK')	font/woff2	etag:%226233477c-ad1c%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Light.woff2	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Light.woff2	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:16	63208/63208	---M--	200	added ('OK')	font/woff	etag:%226233477c-f6e8%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Light.woff	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Light.woff	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:18	149236/149236	---M--	200	added ('OK')	application/octet-stream	etag:%226233477c-246f4%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Light.ttf	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-Light.ttf	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:19	151878/151878	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-25146%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-LightIta.eot	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-LightIta.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:20	151878/151878	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-25146%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-LightIta.eot?	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-LightItad41d.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:21	46116/46116	---M--	200	added ('OK')	font/woff2	etag:%226233477c-b424%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-LightIta.woff2	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-LightIta.woff2	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:22	66452/66452	---M--	200	added ('OK')	font/woff	etag:%226233477c-10394%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-LightIta.woff	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-LightIta.woff	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:23	151636/151636	---M--	200	added ('OK')	application/octet-stream	etag:%226233477c-25054%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-LightIta.ttf	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/HelveticaNowDisplay-LightIta.ttf	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:23	24188/24188	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-5e7c%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/August-Bold.eot	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/August-Bold.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:24	24188/24188	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226233477c-5e7c%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/August-Bold.eot?	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/August-Boldd41d.eot	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:25	10396/10396	---M--	200	added ('OK')	font/woff2	etag:%226233477c-289c%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/August-Bold.woff2	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/August-Bold.woff2	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:26	13576/13576	---M--	200	added ('OK')	font/woff	etag:%226233477c-3508%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/August-Bold.woff	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/fonts/August-Bold.woff	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:26	2142/2142	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226233477c-85e%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/icons/system/custom-checkbox-onio-white.svg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/icons/system/custom-checkbox-onio-white.svg	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:28	1737/1737	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226233477c-6c9%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/icons/system/custom-checkbox-onio.svg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/icons/system/custom-checkbox-onio.svg	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:28	1016/1016	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226233477c-3f8%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/icons/system/custom-radio.svg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/icons/system/custom-radio.svg	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:29	11004/11004	---M--	200	added ('OK')	image/png	etag:%226233477c-5b2e%22	https://bison.studio/wp-content/themes/greatlab-3/dist/public/icons/system/noise.png	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/themes/greatlab-3/dist/public/icons/system/noise.png	(from https://bison.studio/wp-content/themes/greatlab-3/dist/frontend.min.css?ver=19.07.2021.72)
13:24:30	49965/49965	---MCZ	200	added ('OK')	application/json	date:Thu,%2024%20Mar%202022%2007:54:30%20GMT	https://bison.studio/wp-json/wp/v2/pages/8	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-json/wp/v2/pages/8.json	(from https://bison.studio/about/)
13:24:30	4093/4093	---MCZ	200	added ('OK')	application/json	date:Thu,%2024%20Mar%202022%2007:54:30%20GMT	https://bison.studio/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbison.studio%2Fabout%2F	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-json/oembed/1.0/embed4a87.json	(from https://bison.studio/about/)
13:24:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Mar%202022%2007:54:31%20GMT	https://bison.studio/?p=8	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/index2df4.html	(from https://bison.studio/about/)
13:24:31	4229/4229	---MCZ	200	added ('OK')	text/xml	date:Thu,%2024%20Mar%202022%2007:54:31%20GMT	https://bison.studio/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbison.studio%2Fabout%2F&format=xml	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-json/oembed/1.0/embedc916	(from https://bison.studio/about/)
13:24:31	971/971	---M--	200	added ('OK')	image/jpeg	etag:%22618a4944-513%22	https://bison.studio/wp-content/uploads/2021/11/studio-shot-50x23.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/studio-shot-50x23.jpg	(from https://bison.studio/about/)
13:24:32	1773/1773	---M--	200	added ('OK')	image/jpeg	etag:%22615207aa-828%22	https://bison.studio/wp-content/uploads/2021/08/about-us-center-min-50x68.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/08/about-us-center-min-50x68.jpg	(from https://bison.studio/about/)
13:24:32	1010/1010	---M--	200	added ('OK')	image/jpeg	etag:%226184f55c-539%22	https://bison.studio/wp-content/uploads/2021/11/thumb-mark-50x32.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/thumb-mark-50x32.jpg	(from https://bison.studio/about/)
13:24:32	42149/42149	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Mar%202022%2007:54:32%20GMT	https://bison.studio/services/ecommerce/	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/services/ecommerce/index.html	(from https://bison.studio/about/)
13:24:32	1730/1730	---M--	200	added ('OK')	image/jpeg	etag:%22615207a6-822%22	https://bison.studio/wp-content/uploads/2021/08/about-us-bottom-left-min-50x63.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/08/about-us-bottom-left-min-50x63.jpg	(from https://bison.studio/about/)
13:24:32	1454/1454	---M--	200	added ('OK')	image/jpeg	etag:%226184f567-708%22	https://bison.studio/wp-content/uploads/2021/11/bison-2-50x48.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/bison-2-50x48.jpg	(from https://bison.studio/about/)
13:24:33	1100/1100	---M--	200	added ('OK')	image/jpeg	etag:%22615207ae-593%22	https://bison.studio/wp-content/uploads/2021/08/about-us-bottom-right-min-50x37.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/08/about-us-bottom-right-min-50x37.jpg	(from https://bison.studio/about/)
13:24:33	1340/1340	---M--	200	added ('OK')	image/jpeg	etag:%226184f421-67d%22	https://bison.studio/wp-content/uploads/2021/11/sam-50x67.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/sam-50x67.jpg	(from https://bison.studio/about/)
13:24:33	1381/1381	---M--	200	added ('OK')	image/jpeg	etag:%226184f420-6b1%22	https://bison.studio/wp-content/uploads/2021/11/mike-12-50x67.jpg	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/wp-content/uploads/2021/11/mike-12-50x67.jpg	(from https://bison.studio/about/)
13:24:33	47712/47712	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Mar%202022%2007:54:33%20GMT	https://bison.studio/services/websites/	C:/My%20Web%20Sites/templates/IEEE_Project/bison.studio/services/websites/index.html	(from https://bison.studio/about/)
